Data de fim:;2025-03-28 23:59
Data de início:;2025-03-28 11:25

Número total de resultados da pesquisa:;8494

Operação;Entidade;Área central;Estado;Diagnóstico;Criticidade;Utilizador;Data pedido;Duração
Consulta RADIUS;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:01
Consulta de eventos MPLS;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:02
Alarmes ONT últimas 24h;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:01
Potência Tx/Rx;255511437;55MO03;Pronto;;;ivr;2025-03-28 11:26:59;00:10
Gestão de contas TV;255511437;;Pronto;;Avisos;ivr;2025-03-28 11:26:59;00:01
Estado do ONT;255511437;55MO03;Pronto;;Críticos;ivr;2025-03-28 11:26:59;00:11
Consulta MPLS;255511437;;Pronto;;Informativos;ivr;2025-03-28 11:26:59;00:16
Erros óticos;255511437;55MO03;Falha de sistema externo;;;ivr;2025-03-28 11:26:59;00:03
Diagnóstico CPE/HN;255511437;;Em progresso;;;ivr;2025-03-28 11:26:59;
Estatísticas ETH_LAN;255511437;55MO03;Pronto;;;ivr;2025-03-28 11:26:59;00:15
Estado do ONT;1701772652;38SE01;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:26:59;00:06
Informação de cliente;1701772652;;Pronto;;;ROBOTTECH;2025-03-28 11:26:59;00:00
Teste de medidas elétricas;254875166;54RD02;Pronto;;Críticos;XVTLH43;2025-03-28 11:26:58;00:42
Consulta Produtos e Serviços;1703649417;;Pronto;;;FSync2;2025-03-28 11:26:58;00:00
Cadastro rede de acesso;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:58;00:00
Cadastro rede de acesso;255511437;;Pronto;;;ivr;2025-03-28 11:26:58;00:00
Diagnóstico Cobre;254875166;;Pronto;;Críticos;XVTLH43;2025-03-28 11:26:58;00:42
Informação de cliente;254875166;;Pronto;;;XVTLH43;2025-03-28 11:26:58;00:00
Diagnóstico ALL;258751131;;Pronto;;Críticos;XRSDU51;2025-03-28 11:26:58;00:52
Informação de cliente;255511437;;Pronto;;;ivr;2025-03-28 11:26:58;00:00
Diagnóstico ALL;255511437;;Em progresso;;;ivr;2025-03-28 11:26:58;
Informação de cliente;1703649417;;Pronto;;;netq;2025-03-28 11:26:58;00:00
Estado do ONT;1703649417;01TE01;Pronto;;Críticos;FSync2;2025-03-28 11:26:58;00:03
STB PM;262979610;;Falha de sistema externo;;;XITCC19;2025-03-28 11:26:57;00:03
Diagnóstico STB;262979610;;Pronto;;Informativos;XITCC19;2025-03-28 11:26:57;00:08
Regime de Propriedade;289411025;;Pronto;;;ecare;2025-03-28 11:26:57;00:00
Consulta Devices;262979610;;Pronto;;;XITCC19;2025-03-28 11:26:57;00:00
Diagnóstico global STB;262979610;;Pronto;;Informativos;XITCC19;2025-03-28 11:26:57;00:08
Informação de cliente;1701708045;;Pronto;;;netq;2025-03-28 11:26:57;00:00
Erros óticos;1701708045;01QC01;Falha de sistema externo;;;FSync2;2025-03-28 11:26:57;00:01
Informação ONT por PON;1700910006;71TS01;Pronto;;;XVIAA08;2025-03-28 11:26:57;00:00
Estado ONT por PON;1700910006;71TS01;Pronto;;Avisos;XVIAA08;2025-03-28 11:26:57;00:03
Consulta Produtos e Serviços;1701772343;;Pronto;;;ROBOTTECH;2025-03-28 11:26:56;00:00
Informação de cliente;1701772343;;Pronto;;;ROBOTTECH;2025-03-28 11:26:56;00:00
Consulta Produtos e Serviços;1702470059;;Pronto;;;FSync4;2025-03-28 11:26:56;00:00
Consulta Produtos e Serviços;1701950793;;Pronto;;;ecare;2025-03-28 11:26:56;00:00
Diagnóstico HGW;289411025;;Pronto;;;ecare;2025-03-28 11:26:56;00:01
Reboot HGW;289411025;;Em progresso;;;ecare;2025-03-28 11:26:56;
Informação de cliente;1703461781;;Pronto;;;netq;2025-03-28 11:26:56;00:00
Erros óticos;1703461781;91MX01;Pronto;;Avisos;FSync3;2025-03-28 11:26:56;00:14
Informação de cliente;1704416391;;Pronto;;;netq;2025-03-28 11:26:56;00:00
Erros óticos;1704416391;63CG01;Pronto;;;FSync2;2025-03-28 11:26:56;00:13
Informação de cliente;1701772343;;Pronto;;;netq;2025-03-28 11:26:56;00:00
Consulta Produtos e Serviços;1701755975;;Pronto;;;ROBOTTECH;2025-03-28 11:26:56;00:00
Informação de cliente;1701755975;;Pronto;;;ROBOTTECH;2025-03-28 11:26:56;00:00
Informação de cliente;1701772343;;Pronto;;;ROBOTTECH;2025-03-28 11:26:55;00:00
Estado do ONT;1701772343;01LX04;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:26:55;00:48
Informação de cliente;1702470059;;Pronto;;;netq;2025-03-28 11:26:55;00:00
Estado do ONT;1702470059;73BZ01;Pronto;;Críticos;FSync4;2025-03-28 11:26:55;00:03
Informação física e lógica;1702135198;;Pronto;;;FSync3;2025-03-28 11:26:55;00:01
Topologia da rede de acesso (fibra);1702135198;;Pronto;;;FSync3;2025-03-28 11:26:55;00:00
Consulta Produtos e Serviços;1702135198;;Pronto;;;FSync3;2025-03-28 11:26:55;00:00
Informação de cadastro;1702135198;;Pronto;;;FSync3;2025-03-28 11:26:55;00:01
Consulta Produtos e Serviços;1701752171;;Falha de acesso ao cadastro;;;ROBOTTECH;2025-03-28 11:26:55;00:00
Informação de cliente;1701752171;;Pronto;;;ROBOTTECH;2025-03-28 11:26:55;00:00
Informação de cliente;1703275880;;Pronto;;;netq;2025-03-28 11:26:55;00:00
Erros óticos;1703275880;01LX07;Falha de sistema externo;;;FSync2;2025-03-28 11:26:55;00:01
Informação de cliente;1701755975;;Pronto;;;netq;2025-03-28 11:26:55;00:00
Alarmes Ativos;268686142;;Pronto;;;CC000511;2025-03-28 11:26:54;00:01
Avarias comuns;268686142;;Pronto;;;CC000511;2025-03-28 11:26:54;00:01
Informação de cliente;1701752171;;Pronto;;;netq;2025-03-28 11:26:54;00:00
Estado do ONT;1701755975;01CL01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:26:54;00:04
Informação de cliente;1701755975;;Pronto;;;ROBOTTECH;2025-03-28 11:26:54;00:00
Regime de Propriedade;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:54;00:00
Consulta Produtos e Serviços;269906113;;Pronto;;;FSync3;2025-03-28 11:26:54;00:00
Informação de cadastro no SIGRA;269906113;;Pronto;;;FSync3;2025-03-28 11:26:54;00:00
Topologia da rede de acesso (cobre);269906113;;Pronto;;;FSync3;2025-03-28 11:26:54;00:00
Informação de cadastro;269906113;;Pronto;;;FSync3;2025-03-28 11:26:54;00:00
Informação de cliente;1702135198;;Pronto;;;FSync3;2025-03-28 11:26:54;00:00
Estado do ONT;1701752171;01LX04;Pronto;;;ROBOTTECH;2025-03-28 11:26:54;00:44
Informação de cliente;1701752171;;Pronto;;;ROBOTTECH;2025-03-28 11:26:54;00:01
Regime de Propriedade;292943589;;Pronto;;;ecare;2025-03-28 11:26:54;00:00
Informação de cliente;1704832120;;Pronto;;;netq;2025-03-28 11:26:53;00:00
Potência Tx/Rx;1704832120;75CL01;Pronto;;Críticos;FSync4;2025-03-28 11:26:53;00:14
Regime de Propriedade;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:53;00:00
Diagnóstico STB;255734035;;Timeout;;;XLTP059;2025-03-28 11:26:53;01:00
Consulta Produtos e Serviços;1701841790;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Diagnóstico HGW;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:01
Consulta Produtos e Serviços;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta de informação no SR Cliente;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:14
Consulta de eventos de RR;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta de informação no Radius Rede;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Estado IP Framed-Route;255734035;;Falha de sistema externo;;;XLTP059;2025-03-28 11:26:53;00:11
DMZ Host;255734035;;Falha de sistema externo;;;XLTP059;2025-03-28 11:26:53;00:12
Consulta Devices;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Diagnóstico Smart Wi-Fi;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:08
Consulta de Controlo Parental;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:10
Diagnóstico global STB;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;01:00
Regime de Propriedade;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Diagnóstico STB;251653693;;Timeout;;;XRSDS19;2025-03-28 11:26:53;01:00
Consulta Produtos e Serviços;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
DMZ Host;251653693;;Falha de sistema externo;;;XRSDS19;2025-03-28 11:26:53;00:01
Diagnóstico Smart Wi-Fi;251653693;;Falha de sistema externo;;;XRSDS19;2025-03-28 11:26:53;00:00
Estado IP Framed-Route;251653693;;Falha de sistema externo;;;XRSDS19;2025-03-28 11:26:53;00:01
Consulta de Controlo Parental;251653693;;Falha de sistema externo;;;XRSDS19;2025-03-28 11:26:53;00:45
Consulta Devices;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:53;00:00
Diagnóstico global STB;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:53;01:00
Informação de cliente;268686142;;Pronto;;;CC000511;2025-03-28 11:26:53;00:00
Alarmes Ativos;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Alarmes Arquivados 24h;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta de quotas;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta PIN adultos;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta Devices;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta PIN Visualização de canais e conteúdos;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Dados Subscrições;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta PIN Compras e alugueres;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Dados MediaHub;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Dados MediaRoom;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:53;00:00
Consulta Produtos e Serviços;1704198786;;Pronto;;;ecare;2025-03-28 11:26:53;00:00
Consulta de informação no Radius Rede;292943589;;Pronto;;;ecare;2025-03-28 11:26:53;00:00
Diagnóstico HGW;292943589;;Pronto;;;ecare;2025-03-28 11:26:53;00:01
Consulta de informação no SR Cliente;292943589;;Pronto;;;ecare;2025-03-28 11:26:53;00:14
Consulta Produtos e Serviços;1702448471;;Pronto;;;FSync4;2025-03-28 11:26:53;00:00
Consulta Produtos e Serviços;292943589;;Pronto;;;ecare;2025-03-28 11:26:53;00:00
Regime de Propriedade;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:53;00:00
Informação de cliente;269906113;;Pronto;;;FSync3;2025-03-28 11:26:52;00:00
Consulta Produtos e Serviços;1703942984;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta de informação no SR Cliente;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:01
Consulta de informação no Radius Rede;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta Produtos e Serviços;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Diagnóstico HGW;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:01
Consulta de eventos de RR;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta Produtos e Serviços;1701841790;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:00
Diagnóstico HGW;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:01
Consulta Produtos e Serviços;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:00
Regime de Propriedade;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:00
Gestão de contas TV;255734035;;Pronto;;Avisos;XLTP059;2025-03-28 11:26:52;00:01
Consulta RADIUS;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:03
Consulta HSS;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:01
Erros óticos;255734035;55PF01;Pronto;;Avisos;XLTP059;2025-03-28 11:26:52;00:17
Estatísticas ETH_LAN;255734035;55PF01;Pronto;;;XLTP059;2025-03-28 11:26:52;01:06
Diagnóstico CPE/HN;255734035;;Falha de sistema externo;;;XLTP059;2025-03-28 11:26:52;01:17
Consulta de eventos MPLS;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:01
Alarmes ONT últimas 24h;255734035;;Pronto;;Críticos;XLTP059;2025-03-28 11:26:52;00:01
Consulta SIP-AS;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:01
Consulta MPLS;255734035;;Pronto;;Informativos;XLTP059;2025-03-28 11:26:52;00:15
Potência Tx/Rx;255734035;55PF01;Pronto;;Críticos;XLTP059;2025-03-28 11:26:52;00:17
Estado do ONT;255734035;55PF01;Pronto;;Informativos;XLTP059;2025-03-28 11:26:52;00:52
Consulta ENUM/DNS;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:01
Informação de cliente;1702448471;;Pronto;;;netq;2025-03-28 11:26:52;00:00
Estado do ONT;1702448471;73BZ01;Pronto;;Críticos;FSync4;2025-03-28 11:26:52;00:03
Consulta Produtos e Serviços;1701746356;;Pronto;;;ROBOTTECH;2025-03-28 11:26:52;00:00
Informação de cliente;1701746356;;Pronto;;;ROBOTTECH;2025-03-28 11:26:52;00:00
Cadastro rede de acesso;255734035;;Pronto;;;XLTP059;2025-03-28 11:26:52;00:00
Diagnóstico ALL;255734035;;Pronto;;Críticos;XLTP059;2025-03-28 11:26:52;01:17
Consulta Produtos e Serviços;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta Produtos e Serviços;255312260;;Pronto;;;FSync4;2025-03-28 11:26:52;00:00
Topologia da rede de acesso (fibra);1702921342;;Pronto;;;FSync4;2025-03-28 11:26:52;00:00
Informação física e lógica;1702921342;;Pronto;;;FSync4;2025-03-28 11:26:52;00:01
Informação de cadastro;255312260;;Pronto;;;FSync4;2025-03-28 11:26:52;00:01
Diagnóstico STB;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:52;00:02
Consulta Devices;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Dados MediaRoom;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Dados Subscrições;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta PIN Visualização de canais e conteúdos;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta PIN Compras e alugueres;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta PIN adultos;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Consulta de quotas;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
Dados MediaHub;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:52;00:00
DMZ Host;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:52;00:01
Consulta Devices;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:52;00:00
Diagnóstico global STB;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:52;00:02
Informação de cliente;1701746356;;Pronto;;;netq;2025-03-28 11:26:51;00:00
Alarmes Arquivados 24h;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Alarmes Ativos;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Consulta Produtos e Serviços;1703942984;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Diagnóstico HGW;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:01
Consulta Produtos e Serviços;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Consulta de eventos MPLS;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:01
Regime de Propriedade;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Consulta ENUM/DNS;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Consulta MPLS;251653693;;Pronto;;Avisos;XRSDS19;2025-03-28 11:26:51;00:02
Consulta HSS;251653693;;Pronto;;Críticos;XRSDS19;2025-03-28 11:26:51;00:01
Consulta RADIUS;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:02
Estatísticas ETH_LAN;251653693;51MN01;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:14
Diagnóstico CPE/HN;251653693;;Falha de sistema externo;;;XRSDS19;2025-03-28 11:26:51;01:33
Potência Tx/Rx;251653693;51MN01;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:07
Gestão de contas TV;251653693;;Pronto;;Avisos;XRSDS19;2025-03-28 11:26:51;00:00
Consulta SIP-AS;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:01
Erros óticos;251653693;51MN01;Falha de sistema externo;;;XRSDS19;2025-03-28 11:26:51;00:03
Alarmes ONT últimas 24h;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Estado do ONT;251653693;51MN01;Pronto;;Críticos;XRSDS19;2025-03-28 11:26:51;00:08
Regime de Propriedade;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Informação de cliente;1704198786;;Pronto;;;netq;2025-03-28 11:26:51;00:00
Consulta MPLS;292943589;;Pronto;;Informativos;ecare;2025-03-28 11:26:51;00:15
Alarmes Ativos;1704841107;;Pronto;;;902047;2025-03-28 11:26:51;00:01
Avarias comuns;1704841107;;Pronto;;;902047;2025-03-28 11:26:51;00:01
Cadastro rede de acesso;251653693;;Pronto;;;XRSDS19;2025-03-28 11:26:51;00:00
Diagnóstico ALL;251653693;;Pronto;;Críticos;XRSDS19;2025-03-28 11:26:51;01:33
Regime de Propriedade;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Alarmes Ativos;219414288;;Pronto;;;XITA864;2025-03-28 11:26:51;00:01
Avarias comuns;219414288;;Pronto;;;XITA864;2025-03-28 11:26:51;00:01
Estado do ONT;1701746356;38SE01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:26:51;00:04
Informação de cliente;1701746356;;Pronto;;;ROBOTTECH;2025-03-28 11:26:51;00:00
Obter dados de conta;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Obter Fast Zapping;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:01
Consulta Produtos e Serviços;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta Produtos e Serviços;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta de informação no Radius Rede;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta de eventos de RR;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta de informação no SR Cliente;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:13
Diagnóstico HGW;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Condição de portabilidade/mobilidade;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta configuração da LR;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:05
Dados MediaRoom;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta de quotas;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta Devices;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta PIN adultos;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta PIN Compras e alugueres;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Dados MediaHub;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Consulta PIN Visualização de canais e conteúdos;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Dados Subscrições;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:51;00:00
Informação de cliente;1701708045;;Pronto;;;netq;2025-03-28 11:26:51;00:00
Potência Tx/Rx;1701708045;01QC01;Pronto;;;FSync2;2025-03-28 11:26:51;00:06
Informação de cliente;255312260;;Pronto;;;FSync4;2025-03-28 11:26:51;00:00
Consulta Produtos e Serviços;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:00
Diagnóstico HGW;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:01
CVs e Ressincronismos;1506432751;76LC01;Pronto;;;XVIA168;2025-03-28 11:26:50;00:42
DELT;1506432751;76LC01;Pronto;;;XVIA168;2025-03-28 11:26:50;00:15
Estado da Linha;1506432751;76LC01;Pronto;;;XVIA168;2025-03-28 11:26:50;00:28
Consulta config. da Linha;1506432751;76LC01;Pronto;;;XVIA168;2025-03-28 11:26:50;00:21
Medidas de linha;1506432751;76LC01;Pronto;;;XVIA168;2025-03-28 11:26:50;00:14
Diagnóstico do Par metálico DELT;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:15
Interferentes;1506432751;76LC01;Pronto;;Críticos;XVIA168;2025-03-28 11:26:50;00:42
Informação de cliente;1506432751;;Pronto;;;netq;2025-03-28 11:26:50;00:00
Regime de Propriedade;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:00
Consulta Produtos e Serviços;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:00
Informação de cliente;1506432751;;Pronto;;;netq;2025-03-28 11:26:50;00:00
Consulta MPLS;1506432751;;Pronto;;Informativos;XVIA168;2025-03-28 11:26:50;00:14
Consulta RADIUS;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:02
Consulta de eventos MPLS;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:01
Gestão de contas TV;1506432751;;Pronto;;Avisos;XVIA168;2025-03-28 11:26:50;00:01
Diagnóstico CPE/HN;1506432751;;Em progresso;;;XVIA168;2025-03-28 11:26:50;
Consulta condição e facilidades;1506432751;;Pronto;;;XVIA168;2025-03-28 11:26:50;00:05
Diagnóstico ADSL;1506432751;;Pronto;;Críticos;XVIA168;2025-03-28 11:26:50;00:42
Diagnóstico ALL;1506432751;;Em progresso;;;XVIA168;2025-03-28 11:26:50;
Informação de cliente;1704416391;;Pronto;;;netq;2025-03-28 11:26:50;00:00
Potência Tx/Rx;1704416391;63CG01;Pronto;;;FSync2;2025-03-28 11:26:50;00:06
Informação de cliente;1703461781;;Pronto;;;netq;2025-03-28 11:26:50;00:00
Potência Tx/Rx;1703461781;91MX01;Pronto;;;FSync3;2025-03-28 11:26:50;00:06
Informação de cliente;1704841107;;Pronto;;;902047;2025-03-28 11:26:50;00:01
Consulta Produtos e Serviços;1702448471;;Pronto;;;FSync4;2025-03-28 11:26:50;00:00
Informação de cliente;1701746184;;Pronto;;;ROBOTTECH;2025-03-28 11:26:50;00:00
Consulta Produtos e Serviços;1701746184;;Pronto;;;ROBOTTECH;2025-03-28 11:26:50;00:00
Consulta Produtos e Serviços;1704465008;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Consulta Produtos e Serviços;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Diagnóstico HGW;507307895;;Falha de sistema externo;;;XRDAW53;2025-03-28 11:26:49;00:00
Consulta de informação no SR Cliente;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:01
Consulta de eventos de RR;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Consulta de informação no Radius Rede;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Alarmes Ativos;227819301;;Pronto;;;XITCC22;2025-03-28 11:26:49;00:01
Avarias comuns;227819301;;Pronto;;;XITCC22;2025-03-28 11:26:49;00:01
Diagnóstico Smart Wi-Fi;253599361;;Falha de sistema externo;;;XITA031;2025-03-28 11:26:49;00:00
Consulta de Controlo Parental;253599361;;Pronto;;;XITA031;2025-03-28 11:26:49;00:00
Diagnóstico Wi-Fi;253599361;;Pronto;;Informativos;XITA031;2025-03-28 11:26:49;00:14
Informação de cliente;219414288;;Pronto;;;XITA864;2025-03-28 11:26:49;00:00
Informação de cliente;1701746184;;Pronto;;;netq;2025-03-28 11:26:49;00:00
Teste de medidas elétricas;243659605;43CH01;Pronto;;Avisos;ROBOTTECH;2025-03-28 11:26:49;01:37
Informação de cliente;1702448471;;Pronto;;;netq;2025-03-28 11:26:49;00:00
Estado do ONT;1702448471;73BZ01;Pronto;;Críticos;FSync4;2025-03-28 11:26:49;00:03
Consulta Produtos e Serviços;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Fim de auto configuração ? manutenção;1702161652;;Pronto;;;nsom;2025-03-28 11:26:49;00:00
Informação de cliente;1702161652;;Pronto;;;nsom;2025-03-28 11:26:49;00:00
Dados Subscrições;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Dados MediaRoom;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Consulta Devices;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Consulta PIN adultos;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Consulta de quotas;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Dados MediaHub;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:01
Consulta PIN Compras e alugueres;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Consulta PIN Visualização de canais e conteúdos;507307895;;Pronto;;;XRDAW53;2025-03-28 11:26:49;00:00
Estado do ONT;1701746184;44MR01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:26:48;00:05
